"","E06000001","E06000002","E06000003","E06000004","E06000005","E06000006","E06000007","E06000008","E06000009","E06000010","E06000011","E06000012","E06000013","E06000014","E06000015","E06000016","E06000017","E06000018","E06000019","E06000020","E06000021","E06000022","E06000023","E06000024","E06000025","E06000026","E06000027","E06000028","E06000029","E06000030","E06000031","E06000032","E06000033","E06000034","E06000035","E06000036","E06000037","E06000038","E06000039","E06000040","E06000041","E06000042","E06000043","E06000044","E06000045","E06000046","E06000047","E06000049","E06000050","E06000051","E06000052","E06000053","E06000054","E06000055","E06000056","E06000057","E07000004","E07000005","E07000006","E07000007","E07000008","E07000009","E07000010","E07000011","E07000012","E07000026","E07000027","E07000028","E07000029","E07000030","E07000031","E07000032","E07000033","E07000034","E07000035","E07000036","E07000037","E07000038","E07000039","E07000040","E07000041","E07000042","E07000043","E07000044","E07000045","E07000046","E07000047","E07000048","E07000049","E07000050","E07000051","E07000052","E07000053","E07000061","E07000062","E07000063","E07000064","E07000065","E07000066","E07000067","E07000068","E07000069","E07000070","E07000071","E07000072","E07000073","E07000074","E07000075","E07000076","E07000077","E07000078","E07000079","E07000080","E07000081","E07000082","E07000083","E07000084","E07000085","E07000086","E07000087","E07000088","E07000089","E07000090","E07000091","E07000092","E07000093","E07000094","E07000095","E07000096","E07000098","E07000099","E07000102","E07000103","E07000105","E07000106","E07000107","E07000108","E07000109","E07000110","E07000111","E07000112","E07000113","E07000114","E07000115","E07000116","E07000117","E07000118","E07000119","E07000120","E07000121","E07000122","E07000123","E07000124","E07000125","E07000126","E07000127","E07000128","E07000129","E07000130","E07000131","E07000132","E07000133","E07000134","E07000135","E07000136","E07000137","E07000138","E07000139","E07000140","E07000141","E07000142","E07000143","E07000144","E07000145","E07000146","E07000147","E07000148","E07000149","E07000150","E07000151","E07000152","E07000153","E07000154","E07000155","E07000156","E07000163","E07000164","E07000165","E07000166","E07000167","E07000168","E07000169","E07000170","E07000171","E07000172","E07000173","E07000174","E07000175","E07000176","E07000177","E07000178","E07000179","E07000180","E07000181","E07000187","E07000188","E07000189","E07000190","E07000191","E07000192","E07000193","E07000194","E07000195","E07000196","E07000197","E07000198","E07000199","E07000200","E07000201","E07000202","E07000203","E07000204","E07000205","E07000206","E07000207","E07000208","E07000209","E07000210","E07000211","E07000212","E07000213","E07000214","E07000215","E07000216","E07000217","E07000218","E07000219","E07000220","E07000221","E07000222","E07000223","E07000224","E07000225","E07000226","E07000227","E07000228","E07000229","E07000234","E07000235","E07000236","E07000237","E07000238","E07000239","E07000240","E07000241","E07000242","E07000243","E08000001","E08000002","E08000003","E08000004","E08000005","E08000006","E08000007","E08000008","E08000009","E08000010","E08000011","E08000012","E08000013","E08000014","E08000015","E08000016","E08000017","E08000018","E08000019","E08000021","E08000022","E08000023","E08000024","E08000025","E08000026","E08000027","E08000028","E08000029","E08000030","E08000031","E08000032","E08000033","E08000034","E08000035","E08000036","E08000037","E09000001","E09000002","E09000003","E09000004","E09000005","E09000006","E09000007","E09000008","E09000009","E09000010","E09000011","E09000012","E09000013","E09000014","E09000015","E09000016","E09000017","E09000018","E09000019","E09000020","E09000021","E09000022","E09000023","E09000024","E09000025","E09000026","E09000027","E09000028","E09000029","E09000030","E09000031","E09000032","E09000033"
"11",8,15,13,31,18,12,29,10,7,33138,93330,548,1119,5464,29,18,7,45,5,8,9,6,10,5,14,26,1,2,10,6,27,21,3,9,11,5,4,3,15,17,12,15,3,29,12,17,70,40,17,17,24,0,41,13,32,11,9,2,5,12,6,2,2,13,10,2,3,17,2,10,6,12,25,19,6,9,6,20,11,11,3,1,9,0,4,3,0,1,3,4,0,2,2,1,1,2,1,8,8,6,6,0,3,11,2,2,2,1,7,9,3,27,2,2,9,8,4,5,2,10,12,12,0,6,14,4,3,6,11,2,21,9,6,1,1,4,4,4,5,0,2,0,0,2,1,1,0,11,3,15,5,11,12,4,12,7,17,7,11,8,9,6,18,0,6,37,68,39,12,14,63,10,0,10,10,5,2,6,5,6,1,3,18,6,1,13,368,269,80,1016,1622,2524,20,91,12,8,11,20,18,4,5,11,12,2,0,1,11,3,0,2,13,9,1,1,17,1,3,2,6,2,10,15,12,7,10,1,15,6,15,5,13,8,2,7,3,11,5,9,8,15,1,0,4,8,2,8,1,5,2,2,5,9,1,11,7,8,5,12,15,63,11,24,27,15,4,30,18,9,55,13,5,13,66,991,157,245,34,17,5,4,48,19,8,5,7,10,6,270,87,219,1858,1010,17,44,1,7,2,8,9,27,2,10,1,5,4,17,2,9,2,26,21,31,8,2,13,7,3,10,0,8,12,2,36,2,4,86
"12",1,12,20,11,14,16,17,1,1,685,330,54675,4692,52,5,13,12,28,6,7,5,1,3,3,15,10,0,1,3,1,17,3,1,3,5,2,2,2,4,2,5,15,0,15,2,0,5,16,9,15,8,0,19,7,9,3,3,0,1,12,9,8,4,15,12,6,1,25,2,3,3,5,5,9,3,12,0,9,7,7,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,1,2,3,3,2,0,1,5,4,3,4,0,5,8,0,0,0,9,4,3,11,2,0,2,4,5,0,14,5,2,1,34,6,5,2,8,1,2,1,4,0,2,2,0,1,6,1,0,2,0,0,3,0,3,1,5,0,0,2,1,6,4,0,3,1,4,5,3,29,1257,253,98,10,22,864,5,3,10,23,0,1,0,0,0,3,1,18,1,2,0,9,5,36,12,12,21,9,43,7,3,9,12,7,9,2,10,5,6,1,7,5,2,0,2,3,1,1,2,2,3,1,0,4,6,3,8,7,17,3,0,2,11,0,4,3,3,1,7,1,3,4,8,0,6,0,1,7,4,2,5,0,0,2,1,3,0,0,1,4,2,12,1,1,19,1,5,15,11,1,11,15,1,9,5,10,3,22,188,38,71,7,9,1,2,22,9,4,2,8,13,6,29,4,68,194,80,4,9,2,5,1,0,2,4,0,9,6,2,1,1,4,4,0,15,1,5,2,0,4,0,1,2,2,0,8,10,5,3,1,40
"13",0,11,8,7,26,15,14,6,0,1391,1107,3803,57380,96,16,14,7,57,3,5,5,1,10,3,11,7,0,0,0,9,19,6,1,5,9,3,5,0,5,6,5,12,4,10,3,0,18,13,9,13,3,0,25,6,8,6,6,0,0,5,2,1,5,12,7,5,1,10,4,9,5,12,22,41,2,6,3,10,5,6,0,6,3,0,1,0,0,1,1,2,0,1,0,4,0,0,0,0,3,6,2,0,2,6,4,2,0,1,2,9,4,1,1,2,1,5,3,2,0,0,8,14,0,8,3,4,8,5,6,2,7,7,2,2,0,4,4,3,4,1,0,1,3,7,0,1,1,5,1,5,0,10,2,0,1,0,0,8,8,2,4,4,30,0,37,138,463,164,13,35,1421,2,0,10,28,2,5,2,3,2,1,4,15,2,3,0,28,38,63,14,22,150,16,435,13,6,13,48,18,5,0,17,1,11,1,4,7,4,1,5,10,5,10,1,6,4,3,2,4,2,8,9,9,9,3,0,8,3,3,5,1,2,1,1,3,1,5,8,2,6,2,7,2,3,2,4,2,3,0,3,2,4,0,1,4,1,2,2,10,17,3,7,19,5,8,8,9,0,14,6,4,5,72,2605,250,370,10,7,3,8,29,154,3,8,3,20,7,63,115,82,401,218,2,13,1,4,5,3,8,9,3,2,1,1,0,5,3,8,4,13,5,7,2,3,4,3,5,6,2,2,12,3,8,1,6,33
"14",15,60,24,53,97,5,26,6,6,323,1957,29,61,71631,14,5,6,25,6,5,4,4,8,2,16,3,1,6,64,5,15,26,2,1,3,8,7,9,5,6,2,14,5,8,5,0,103,12,5,17,19,0,19,3,5,17,5,3,3,9,11,1,1,8,9,2,4,1,3,12,9,6,2,6,10,4,9,7,0,4,1,0,2,1,0,0,2,0,0,5,4,1,0,0,0,2,1,2,5,7,0,3,1,5,1,1,1,0,1,5,4,3,2,2,3,0,6,1,3,2,1,2,2,2,9,4,2,6,4,8,329,4,9,1,0,6,3,0,10,1,0,2,1,4,3,4,5,9,3,7,11,8,5,4,4,3,6,5,5,1,8,4,6,1,1,7,22,12,4,8,16,3,1,4,6,4,5,2,0,1,0,2,4,2,1,37,2915,2194,54,1730,260,1805,12,18,8,2,2,6,4,3,9,4,7,2,0,0,3,2,1,1,5,4,2,1,5,3,4,4,1,7,4,2,5,1,10,2,7,5,3,10,7,9,0,4,4,3,1,8,3,10,1,1,4,12,0,2,1,1,0,1,7,2,0,2,12,3,3,13,19,74,13,16,22,8,6,29,16,2,14,4,6,7,67,281,58,173,80,14,9,15,37,10,1,3,5,5,11,327,92,207,5023,611,19,72,1,7,2,3,3,64,5,4,1,2,14,16,4,3,1,24,16,25,10,5,14,0,3,1,3,2,21,7,19,0,8,119
"15",0,3,0,3,6,7,27,5,0,7,1,10,12,22,75473,427,10,2671,1,46,124,5,16,1,16,12,0,0,6,13,27,48,1,1,9,8,14,10,6,12,9,50,1,13,2,0,10,70,15,38,20,0,18,16,18,12,11,0,3,12,9,3,4,15,6,12,6,22,0,0,6,3692,325,253,1507,3194,49,100,3517,7,2,1,1,7,0,2,0,0,3,4,1,1,8,0,0,0,0,1,8,1,1,0,2,9,2,4,1,1,0,1,4,17,3,6,2,4,10,7,7,13,4,1,1,1,10,11,6,9,5,6,2,3,9,4,1,15,0,0,3,4,2,0,3,1,1,1,2,1,0,1,2,8,6,0,1,0,2,213,559,60,72,39,2616,29,12,20,23,22,8,48,2,7,3,3,6,2,6,1,8,26,5,18,74,11,11,1,10,12,9,1,0,10,658,58,822,159,175,168,475,16,12,10,5,16,0,2,4,1,2,53,2384,276,53,16,123,91,78,4,1,1,4,4,4,2,5,1,6,4,7,12,12,8,0,4,7,79,44,92,26,51,0,0,7,9,7,8,0,9,2,12,7,8,3,4,9,1,5,6,20,62,5,7,24,13,12,19,7,5,10,11,2,2,9,58,67,222,7,10,1,9,554,288,37,62,87,138,57,32,15,19,132,25,8,51,3,5,3,17,9,56,5,14,5,3,22,19,9,2,5,81,31,22,6,5,13,7,6,15,3,3,83,5,39,3,6,187
"16",3,5,0,10,4,9,9,9,1,6,7,10,2,5,316,87965,229,731,6,11,20,3,7,8,12,8,1,6,3,11,155,123,2,0,5,13,17,13,23,11,13,151,3,5,5,0,5,17,9,80,9,0,25,38,33,6,13,4,5,23,36,5,3,22,54,0,2,14,0,4,2,47,25,48,11,57,3,8,74,4,0,1,0,0,1,0,1,0,2,1,3,1,1,2,0,1,0,2,5,4,8,0,12,7,6,9,0,7,12,4,6,10,0,5,7,10,17,22,8,3,2,10,2,4,7,10,6,11,22,13,9,5,20,2,5,14,2,0,8,6,1,0,0,0,3,0,1,7,2,2,1,14,3,2,6,9,1,11508,5496,3737,1962,984,1620,5568,12,27,31,9,5,67,5,2,4,1,42,1,5,8,284,412,32,249,416,35,76,3,4,11,3,0,5,3,84,19,95,37,31,45,210,16,30,12,5,8,3,1,2,14,0,20,64,56,20,5,24,5,129,1,8,6,1,16,6,1,3,2,9,6,10,12,5,7,0,0,13,132,232,319,39,200,0,1,2,11,2,9,1,11,8,20,5,1,3,20,29,14,5,11,4,42,2,2,22,133,6,18,10,1,11,9,3,0,8,9,16,82,5,3,0,5,563,647,36,44,153,71,30,33,9,22,101,22,4,108,6,31,6,18,3,87,6,34,12,15,27,54,9,14,2,59,31,59,33,13,38,7,4,10,11,16,36,12,55,16,20,168
"17",0,0,1,0,1,1,1,0,0,1,2,4,2,1,26,640,10454,81,0,5,1,3,5,1,5,0,0,0,5,0,1015,7,0,0,1,3,3,3,8,8,2,28,1,9,2,0,2,6,2,8,4,0,5,22,15,3,11,1,0,5,37,6,21,138,17,1,0,0,0,0,0,3,3,1,2,3,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,1,2,4,0,5,1,1,0,4,1,2,1,3,0,3,3,0,0,1,7,0,1,1,2,3,1,5,5,5,5,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,1,1,0,0,0,0,1,0,4,201,145,209,47,484,49,85,1,26,14,39,54,1244,9,1,1,0,12,1,3,3,450,22,178,130,60,6,36,0,4,4,2,0,0,0,3,3,14,7,2,10,48,5,3,0,6,4,1,0,8,1,0,1,8,8,0,2,0,0,1,2,0,2,3,7,2,2,2,1,2,2,0,2,1,0,3,0,1,5,3,20,5,13,0,1,0,11,4,1,0,1,1,1,0,1,0,3,4,4,7,0,2,2,0,0,2,2,0,1,0,1,1,2,0,0,0,1,3,3,0,0,0,0,34,20,2,3,9,2,0,0,1,2,8,4,0,44,0,1,4,3,2,35,1,4,3,0,2,5,2,5,0,5,1,14,5,2,3,2,3,0,0,4,10,3,22,0,8,79
"18",0,5,0,3,7,13,25,6,1,20,33,12,14,30,1648,620,49,76005,5,15,54,9,18,5,30,7,2,2,6,9,77,461,22,2,7,17,7,6,4,17,13,52,3,4,6,1,14,69,4,19,8,0,30,36,19,7,9,4,18,15,28,7,8,16,8,2,1,74,0,1,6,833,446,216,87,1801,5,78,227,3,0,0,1,4,0,0,3,0,0,5,2,4,0,1,0,1,2,6,19,8,3,1,8,11,6,4,4,0,2,9,18,15,2,0,5,10,11,20,7,3,0,11,3,5,7,2,6,5,23,7,12,10,49,2,1,15,1,0,17,11,2,7,10,8,3,1,8,12,0,6,0,11,6,1,4,4,3,191,663,78,52,279,1016,39,42,161,114,76,10,214,18,1,3,5,24,5,22,1,22,26,9,17,73,8,23,4,5,18,12,0,7,2,2860,188,4890,6117,872,1156,6962,7,13,11,14,9,3,2,7,2,1,33,149,39,14,20,39,33,50,3,2,4,10,6,6,0,11,3,15,3,4,6,3,4,0,5,6,58,137,64,23,29,0,7,11,11,2,1,0,28,0,9,6,16,3,10,11,10,18,22,45,44,5,8,32,14,48,40,15,0,9,1,5,6,21,72,57,253,56,10,0,3,281,121,44,58,111,39,26,46,12,35,100,21,9,43,3,15,1,25,7,50,15,17,15,8,8,20,12,15,2,510,26,49,12,22,20,5,9,7,23,13,31,24,45,10,7,137
"19",0,0,0,0,2,3,5,1,0,1,3,0,7,4,10,7,5,16,69436,335,9,17,177,29,126,12,2,0,8,38,9,9,0,1,2,14,24,12,14,5,11,18,4,18,2,10,3,9,16,1278,10,0,90,4,5,1,1,1,1,23,11,0,2,5,13,1,0,2,1,2,0,4,0,1,3,9,0,3,10,7,5,3,3,8,0,2,1,1,1,10,0,3,2,1,1,0,1,4,6,0,3,0,4,12,2,1,0,1,1,3,402,71,1178,797,109,546,12,8,2,4,6,13,2,2,8,10,11,2,9,3,0,5,5,4,2,0,0,2,6,1,4,0,0,1,2,1,2,0,0,0,0,0,1,0,7,1,0,2,4,12,7,1,12,0,0,2,3,8,0,0,2,3,3,0,2,0,9,0,0,6,0,1,11,5,2,0,6,7,18,1,0,1,8,0,1,3,0,2,2,17,37,19,7,31,5,5,8,4,1,4,12,10,4,14,12,1,7,2,2,2,5,2,7,0,6,2,5,7,14,6,6,13,3,3,2,14,3,16,52,30,1,1,2,18,5,2,1,49,1835,39,1144,498,114,5,13,2,4,13,2,19,1,4,5,4,1,7,6,0,12,5,2,0,9,2,1,7,9,3,0,6,334,13,80,69,54,16,30,3,3,8,10,4,0,52,0,3,1,6,6,41,3,14,2,11,9,18,1,6,2,31,22,14,18,3,8,1,2,2,0,4,24,1,22,1,4,144
"20",0,3,0,1,0,9,21,5,1,3,9,1,2,6,40,45,5,23,370,55237,152,8,23,2,19,9,1,5,5,12,9,9,0,5,5,9,5,9,5,14,10,27,1,10,2,12,3,91,71,8185,17,0,43,4,8,1,11,0,1,11,1,2,2,15,2,2,1,4,6,0,6,6,4,6,6,2,6,2,31,4,1,0,1,2,0,0,5,2,1,7,5,0,2,1,0,1,0,2,3,4,0,0,3,5,0,2,0,0,0,5,4,20,1,7,13,22,8,4,1,2,4,9,6,9,5,5,6,1,7,2,3,3,3,0,3,3,2,0,5,4,0,1,0,2,0,0,3,7,3,4,1,8,2,0,10,8,3,3,19,25,11,0,38,2,0,14,1,12,0,4,1,2,0,0,11,2,0,5,4,3,0,11,12,39,10,2,16,13,11,2,6,0,8,1,10,3,7,1,4,8,5,16,9,28,3,5,13,45,0,251,53,137,75,541,879,17,45,3,0,0,2,4,10,0,0,1,12,3,4,10,3,3,2,1,19,39,13,20,39,37,0,0,17,7,4,5,0,45,24,35,46,103,113,4,6,3,1,7,1,30,4,6,7,12,7,10,6,2,14,6,2,3,2,7,4,17,3,1,0,4,1096,95,458,468,117,543,1770,13,18,3,29,2,1,19,2,6,0,2,1,16,2,9,2,11,4,4,2,0,2,22,10,19,6,4,4,4,251,22,3,1,14,8,18,2,6,45
"21",0,2,3,3,2,45,150,6,8,6,6,0,6,7,169,18,7,80,2,196,67220,8,17,4,19,5,0,1,1,11,13,30,1,4,3,9,16,3,5,6,4,17,3,16,3,3,2,3774,360,414,24,0,24,6,18,13,12,0,5,7,1,3,2,10,8,4,1,29,1,3,6,41,5,17,73,22,82,1,233,6,1,0,3,3,6,0,0,0,0,3,2,6,9,1,0,0,0,0,10,3,5,0,0,12,2,0,2,0,0,5,17,7,0,4,6,6,5,4,2,1,6,5,0,4,8,3,12,4,4,2,4,4,8,0,3,4,0,1,2,2,1,1,1,0,2,6,7,8,10,8,7,21,9,5,24,10,3,25,23,3,14,2,53,4,4,7,4,2,0,10,0,2,2,0,7,0,2,6,1,8,3,5,30,11,5,2,1,11,28,3,1,0,23,22,18,1,12,5,15,9,4,7,12,4,8,5,12,1,3,171,1394,131,11756,187,5119,5182,42,0,1,1,3,12,1,2,1,1,10,2,13,4,2,9,3,0,8,31,18,26,12,17,0,0,7,7,2,7,2,7,2,4,9,9,9,4,17,3,2,24,33,290,28,15,67,122,8,115,55,13,38,22,21,23,17,10,14,21,74,24,1,6,408,31,79,116,57,126,188,21,8,11,40,8,25,20,1,12,2,6,9,24,2,6,4,3,4,4,6,2,2,24,5,8,8,5,7,4,4,7,3,3,11,9,12,3,4,36
"22",0,2,1,0,1,2,22,3,0,0,4,3,0,1,6,7,2,7,16,6,2,54474,8409,1171,3927,17,5,6,21,526,3,12,0,4,0,26,54,40,17,19,39,8,6,12,25,8,5,7,3,11,29,1,3387,5,8,1,10,4,6,20,6,3,0,3,0,1,0,5,3,1,0,1,3,0,0,2,0,0,3,17,37,5,5,5,9,1,3,0,8,29,13,22,7,2,0,1,1,3,2,1,2,0,5,3,3,1,0,0,0,4,67,65,18,77,105,33,19,8,15,3,4,14,2,17,24,36,45,5,6,5,2,15,4,1,2,9,1,1,2,3,0,1,2,8,1,1,2,2,0,0,0,5,1,0,6,0,2,3,2,1,4,0,5,0,0,1,1,6,0,2,0,2,0,0,0,1,5,2,0,3,0,0,9,20,3,0,3,2,0,3,0,1,4,2,0,0,1,1,3,15,32,16,50,19,2900,147,192,75,8,1,1,1,1,1,0,2,2,1,2,2,4,2,2,0,4,6,14,5,8,6,10,13,1,6,13,4,1,20,7,7,0,6,8,17,2,2,3,3,4,6,4,9,2,4,5,3,2,3,1,37,1,3,2,2,5,5,6,2,2,2,0,1,0,1,3,8,0,4,0,2,35,12,5,8,6,7,2,9,44,5,12,5,0,124,0,10,1,17,12,92,8,9,4,3,15,42,2,4,0,52,20,41,28,10,22,3,3,10,3,17,40,3,41,3,16,228
"23",1,4,0,5,3,4,74,6,3,7,3,2,4,8,11,25,6,26,59,15,16,5333,139629,7109,28895,80,11,8,22,834,16,31,5,5,3,37,91,66,62,34,54,22,12,26,49,5,3,22,8,25,70,0,1478,11,14,10,15,7,20,15,9,5,0,6,10,2,2,6,0,4,1,1,0,5,2,2,1,3,3,58,132,22,17,16,17,6,9,10,8,18,28,33,14,1,2,1,1,2,7,1,4,0,9,7,6,8,1,2,0,7,384,156,92,494,630,293,36,21,20,12,10,16,7,21,16,26,58,6,15,12,6,9,31,3,3,5,3,0,8,4,5,5,17,8,4,0,2,3,3,0,0,18,5,0,8,4,0,3,4,17,1,1,14,1,0,10,4,7,2,9,0,0,3,1,2,0,4,1,0,9,3,4,38,122,4,3,3,5,3,7,1,6,4,2,16,0,6,3,7,25,58,24,55,25,491,326,142,265,19,4,7,6,3,3,5,5,8,0,3,3,1,6,11,4,9,9,37,13,5,23,10,21,2,15,9,9,14,206,18,32,2,0,5,26,10,15,13,9,14,10,32,25,11,35,22,7,12,4,2,383,7,1,18,15,9,16,14,4,14,5,2,6,2,1,3,22,11,2,1,7,180,33,18,26,33,16,35,28,262,11,39,8,10,174,5,46,4,13,13,121,23,28,3,14,39,36,6,5,6,58,42,54,32,46,43,12,16,22,6,23,60,9,59,21,24,297
"24",1,0,0,2,1,0,28,1,3,13,2,2,3,6,8,8,2,11,29,9,3,1177,17547,57493,5711,40,23,6,13,226,6,32,0,5,3,26,34,18,19,23,18,28,3,13,15,0,5,14,6,15,47,0,362,3,12,3,9,2,8,17,5,1,1,2,7,1,1,11,0,8,1,1,4,3,0,6,1,0,3,48,92,22,32,13,20,9,8,2,5,2,10,11,4,4,0,0,3,1,2,1,5,2,3,8,0,3,0,2,0,2,99,39,39,155,152,81,28,12,13,7,5,12,2,11,18,18,13,4,8,4,3,9,10,0,2,1,0,0,6,2,6,3,6,3,5,1,1,0,0,2,0,7,1,0,4,3,0,5,2,40,5,3,28,0,0,3,1,0,6,1,0,2,1,0,4,0,1,4,1,1,1,1,16,20,3,5,6,4,4,0,0,2,1,1,5,0,3,1,2,13,15,18,27,9,383,2359,175,477,48,5,2,10,2,2,6,0,6,1,3,2,1,4,3,0,7,4,7,11,13,19,7,8,2,8,11,7,3,62,6,18,1,3,1,19,5,5,3,14,5,10,14,19,9,22,10,3,14,4,2,119,2,2,12,6,2,3,3,3,10,2,1,0,0,4,3,8,3,5,3,3,85,20,16,17,19,11,13,16,152,6,23,6,4,61,1,13,6,10,6,55,7,20,7,7,5,28,1,4,7,44,19,24,13,13,17,2,5,8,2,7,26,2,22,6,7,112
"25",0,0,1,3,2,4,109,4,3,2,1,1,1,2,12,18,1,15,37,9,7,4977,34636,2774,72478,38,10,3,16,675,11,23,3,0,4,35,73,63,62,34,46,30,2,31,29,6,3,11,8,28,27,0,1562,5,14,1,6,3,11,22,6,0,1,8,6,3,2,12,2,4,0,0,2,0,0,0,2,0,1,23,41,13,8,13,9,4,4,3,1,20,30,30,3,1,0,2,0,3,7,4,8,0,3,7,2,10,1,0,3,2,273,301,99,732,1568,505,33,18,10,8,5,19,6,15,26,5,38,8,7,8,3,13,12,3,4,5,2,2,4,3,2,0,3,4,4,0,1,3,1,0,2,17,5,4,3,7,1,10,11,11,2,1,19,1,1,3,0,4,1,1,0,1,1,1,5,2,5,0,0,2,5,3,23,103,4,0,2,11,12,1,0,0,10,2,2,0,2,0,2,15,27,20,52,21,155,150,55,90,13,3,9,2,5,0,10,8,5,6,1,2,3,6,3,1,5,7,16,5,25,14,8,14,3,10,11,12,7,316,11,17,1,1,13,26,8,7,2,11,9,4,26,25,9,16,22,4,12,3,4,354,3,5,13,12,4,4,13,2,3,3,0,4,2,2,3,8,5,4,1,6,109,22,14,24,29,15,20,23,133,5,32,7,1,125,0,22,5,7,6,55,13,12,5,4,5,21,7,7,2,34,27,25,11,18,9,2,3,3,3,11,31,5,35,4,8,145
"26",1,0,0,0,15,3,8,0,0,4,2,1,0,1,4,8,4,28,15,7,16,93,128,35,123,87430,675,7,33,33,4,3,13,6,9,6,34,8,6,13,10,9,5,179,29,6,12,3,10,12,3742,0,126,0,14,2,10,0,3,9,3,1,0,12,5,1,3,1,0,2,1,1,0,1,1,0,0,1,0,327,1096,49,98,9211,866,30,1028,1,14,10,11,12,11,1,2,3,1,2,3,1,0,1,4,7,0,1,2,3,5,8,10,8,10,9,9,17,14,8,21,52,42,12,4,17,12,10,26,1,1,1,7,22,13,4,6,3,5,0,5,1,5,0,0,0,5,0,3,1,0,1,0,11,0,0,4,1,0,5,3,5,1,1,3,0,0,2,0,7,6,0,0,5,3,3,6,0,1,6,1,2,0,0,5,1,0,1,3,8,5,2,0,2,6,5,0,0,1,2,4,8,7,17,28,23,35,30,74,83,8,4,2,1,5,2,5,3,5,1,0,4,1,7,0,0,4,1,3,6,2,6,2,6,4,4,4,3,2,5,8,8,3,1,14,11,4,19,25,8,1,3,13,4,1,3,10,9,3,6,2,23,1,1,7,2,1,1,6,4,3,2,2,1,2,3,2,5,12,2,2,1,41,4,7,9,9,18,3,13,7,6,8,4,9,18,7,7,2,5,2,14,5,19,9,7,5,4,1,5,0,18,20,15,15,18,13,3,6,12,3,9,7,8,13,5,6,74
"27",0,0,1,0,0,0,6,0,2,3,2,8,0,1,2,1,0,1,3,5,5,8,65,22,33,784,39343,4,7,22,3,5,1,0,3,12,11,14,4,4,5,2,4,20,4,2,0,8,5,11,99,0,30,4,6,1,1,1,1,5,4,1,0,0,8,0,0,0,0,2,0,1,0,0,0,0,0,0,0,415,2127,91,30,2668,5192,11,60,0,3,3,7,5,0,0,0,2,0,7,3,0,0,0,0,5,1,0,2,0,4,3,7,5,3,5,8,4,11,3,2,5,6,4,1,4,13,2,5,0,4,1,1,3,4,4,0,0,9,1,1,3,0,0,0,4,0,0,0,0,0,1,2,6,1,0,2,2,1,1,2,1,0,0,2,0,0,2,0,3,2,4,0,2,0,0,0,0,3,10,1,0,2,2,0,2,1,1,3,4,4,0,1,3,5,0,3,1,1,2,0,0,2,5,6,3,12,25,35,42,3,3,5,2,2,1,2,0,2,7,0,0,4,3,1,2,5,0,6,2,8,3,2,3,3,8,4,2,3,1,4,7,0,0,1,9,0,3,2,2,4,4,3,5,1,6,6,1,2,1,0,1,0,4,1,0,1,0,8,0,1,4,0,3,0,0,0,4,3,0,0,0,10,7,7,9,4,7,5,8,2,3,2,1,0,21,0,5,11,2,2,13,4,1,2,3,8,8,0,3,0,18,8,7,7,6,4,6,3,4,0,6,5,6,13,6,4,38
"28",1,1,1,0,6,1,5,1,1,0,6,1,0,2,3,5,0,7,8,3,4,38,46,9,35,15,3,48456,14269,24,4,24,2,14,5,25,52,50,18,23,32,24,17,142,930,68,6,15,1,6,12,0,458,6,14,2,7,2,14,27,5,0,0,4,2,3,0,5,4,0,0,2,1,4,0,2,0,0,0,16,25,5,4,9,6,2,0,4781,3909,318,791,338,77,5,4,7,1,11,7,2,2,0,4,3,0,9,0,0,2,11,13,4,12,3,7,6,86,33,383,209,17,48,52,2607,40,233,301,4,11,9,6,12,13,2,5,3,4,1,12,3,2,0,0,10,0,0,1,0,0,0,0,2,0,0,1,0,0,2,1,1,2,0,2,1,0,0,0,2,2,6,0,1,0,2,6,0,0,3,1,2,0,3,11,7,5,1,16,1,3,1,2,0,1,0,0,0,2,2,0,12,23,7,18,13,4,8,60,44,5,0,4,3,0,0,5,1,3,1,1,0,3,0,2,0,21,5,18,10,22,23,16,29,3,16,24,3,1,11,3,10,2,9,27,39,4,4,7,3,1,2,3,0,0,13,7,3,2,4,2,14,1,3,10,4,0,1,7,0,3,1,5,2,0,1,1,6,5,3,0,5,25,3,6,8,7,9,1,2,5,4,24,4,1,138,0,18,5,17,11,56,21,24,15,10,12,34,6,13,6,83,33,48,19,25,30,3,14,9,9,16,48,11,80,7,28,244
